콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0500CZE135,2510,E,688,306,3,500,100,17,서용인JC-용인IC,0,109
0500CZE140,7960,E,306,307,3,500,100,18,용인IC-양지IC,0,101
0500CZE150,7100,E,307,242,3,500,100,19,양지IC-덕평IC,0,101
0500CZE160,5720,E,242,243,3,500,100,20,덕평IC-호법JC,0,101
0500CZE170,6340,E,243,241,4,500,100,21,호법JC-이천IC,0,101
0500CZE180,8660,E,241,262,4,500,100,22,이천IC-여주JC,0,101
0500CZE190,6180,E,262,239,2,500,100,23,여주JC-여주IC,0,101
0500CZE200,19980,E,239,73,2,500,100,24,여주IC-문막IC,0,101
0500CZE210,9150,E,73,75,2,500,100,25,문막IC-만종JC,0,101
0500CZE220,3800,E,75,604,2,500,100,26,만종JC-원주JC,0,101
0500CZE225,2800,E,604,76,2,500,100,27,원주JC-원주IC,0,101
0500CZE230,12730,E,76,28,2,500,100,28,원주IC-새말IC,0,101
0500CZE240,17080,E,28,29,2,500,100,29,새말IC-둔내IC,0,101
0500CZE250,7290,E,29,654,2,500,100,30,둔내IC-동둔내Hi,0,101
0500CZE255,9300,E,654,31,2,500,100,31,동둔내Hi-면온IC,0,101
0500CZE260,6090,E,31,32,2,500,100,32,면온IC-평창IC,0,101
0500CZE270,9160,E,32,33,2,500,100,33,평창IC-속사IC,0,101
0500CZE280,7140,E,33,34,2,500,100,34,속사IC-진부IC,0,101
0500CZE290,12850,E,34,36,2,500,100,35,진부IC-대관령IC,0,101
0500CZE300,22560,E,36,24,2,500,100,36,대관령IC-강릉JC,0,101
0500CZS005,560,S,287,494,3,500,100,36,서창JC-영동고속국도시점,0,101
0500CZS010,4440,S,313,287,3,500,100,35,월곶JC-서창JC,0,101
0500CZS020,2960,S,569,313,3,500,100,34,군자TG-월곶JC,0,101
0500CZS025,2080,S,314,569,3,500,100,33,군자TG-군자JC,0,101
0500CZS030,2500,S,317,314,3,500,100,32,서안산IC-군자TG,0,101
0500CZS040,3330,S,318,317,3,500,100,31,안산IC-서안산IC,0,101
0500CZS050,1230,S,319,318,3,500,100,30,안산JC-안산IC,0,101
0500CZS060,5600,S,503,319,3,500,100,29,둔대JC-안산JC,0,101
0500CZS065,1720,S,322,503,3,500,100,28,군포IC-둔대JC,0,101
0500CZS070,1390,S,321,322,3,500,100,27,동군포IC-군포IC,0,101
0500CZS080,2150,S,258,321,3,500,100,26,부곡IC-동군포IC,0,101
0500CZS090,2840,S,269,258,3,500,100,25,북수원IC-부곡IC,0,101
0500CZS100,6090,S,268,269,3,500,100,24,동수원IC-북수원IC,0,101
0500CZS110,4900,S,309,268,3,500,100,23,신갈JC-동수원IC,0,101
0500CZS120,6620,S,304,309,3,500,100,22,마성IC-신갈JC,0,101
0500CZS130,1590,S,688,304,3,500,100,21,서용인JC-마성IC,0,101
0500CZS135,2510,S,306,688,3,500,100,20,용인IC-서용인JC,0,109
0500CZS140,7960,S,307,306,3,500,100,19,양지IC-용인IC,0,101
0500CZS150,7100,S,242,307,3,500,100,18,덕평IC-양지IC,0,101
0500CZS160,5720,S,243,242,3,500,100,17,호법JC-덕평IC,0,101
0500CZS170,6340,S,241,243,4,500,100,16,이천IC-호법JC,0,101
0500CZS180,8660,S,262,241,4,500,100,15,여주JC-이천IC,0,101
0500CZS190,6180,S,239,262,2,500,100,14,여주IC-여주JC,0,101
0500CZS200,19980,S,73,239,2,500,100,13,문막IC-여주IC,0,101
0500CZS210,9150,S,75,73,2,500,100,12,만종JC-문막IC,0,101
0500CZS220,3800,S,604,75,2,500,100,11,원주JC-만종JC,0,101
0500CZS225,2800,S,76,604,2,500,100,10,원주IC-원주JC,0,101
0500CZS230,12730,S,28,76,2,500,100,9,새말IC-원주IC,0,101
0500CZS240,17080,S,29,28,2,500,80,8,둔내IC-새말IC,0,101
0500CZS250,7290,S,654,29,2,500,100,7,동둔내Hi-둔내IC,0,101
0500CZS255,9300,S,31,654,2,500,100,6,면온IC-동둔내Hi,0,101
0500CZS260,6090,S,32,31,2,500,100,5,평창IC-면온IC,0,101
0500CZS270,9160,S,33,32,2,500,100,4,속사IC-평창IC,0,101
0500CZS280,7140,S,34,33,2,500,100,3,진부IC-속사IC,0,101
0500CZS290,12850,S,36,34,2,500,100,2,대관령IC-진부IC,0,101
0500CZS300,22560,S,24,36,2,500,100,1,강릉JC-대관령IC,0,101
0520CZE090,4400,E,596,609,2,520,100,1,경기광주JC-곤지암1터널,0,109
0520CZE100,3900,E,609,597,4,520,100,2,곤지암1터널-동곤지암IC,0,109
0520CZE110,10200,E,597,598,4,520,100,3,동곤지암IC-흥천이포IC,0,109
0520CZE120,6000,E,598,599,4,520,100,4,흥천이포IC-대신IC,0,109
0520CZE130,8600,E,599,600,4,520,100,5,대신IC-동여주IC,0,109
0520CZE140,7200,E,600,601,4,520,100,6,동여주IC-동양평IC,0,109
0520CZE150,8400,E,601,602,4,520,100,7,동양평IC-서원주IC,0,109
0520CZE160,4100,E,602,603,4,520,100,8,서원주IC-신평JC,0,109
0520CZE170,4100,E,603,604,4,520,100,9,신평JC-원주JC,0,109
0520CZS090,4400,S,609,596,2,520,100,9,곤지암1터널-경기광주JC,0,109
0520CZS100,3900,S,597,609,4,520,100,8,동곤지암IC-곤지암1터널,0,109
0520CZS110,10200,S,598,597,4,520,100,7,흥천이포IC-동곤지암IC,0,109
0520CZS120,6000,S,599,598,4,520,100,6,대신IC-흥천이포IC,0,109
0520CZS130,8600,S,600,599,4,520,100,5,동여주IC-대신IC,0,109
0520CZS140,7200,S,601,600,4,520,100,4,동양평IC-동여주IC,0,109
0520CZS150,8400,S,602,601,4,520,100,3,서원주IC-동양평IC,0,109
0520CZS160,4100,S,603,602,4,520,100,2,신평JC-서원주IC,0,109
0520CZS170,4100,S,604,603,4,520,100,1,원주JC-신평JC,0,109
0550CZE010,2940,E,5,3,2,550,100,1,삼락IC-대저JC,0,101
0550CZE020,1360,E,3,448,2,550,100,2,대저JC-초정IC,0,101
0550CZE030,2350,E,448,209,2,550,100,3,초정IC-대동IC,0,101
0550CZE040,3270,E,209,667,2,550,100,4,대동IC-대감JC,0,101
0550CZE050,1230,E,667,147,2,550,100,5,대감JC-대동JC,0,101
0550CZE130,4860,E,13,11,2,550,100,6,금호JC-칠곡IC,0,101
0550CZE140,5200,E,11,1054,2,550,100,7,칠곡IC-동명동호IC,0,101
0550CZE145,8700,E,1054,118,2,550,100,8,동명동호IC-다부IC,0,101
0550CZE150,6280,E,118,121,2,550,100,9,다부IC-가산IC,0,101
0550CZE160,7740,E,121,1005,2,550,100,10,가산IC-군위JC,0,101
0550CZE165,4370,E,1005,81,2,550,100,11,군위JC-군위IC,0,101
0550CZE170,11000,E,81,84,2,550,100,12,군위IC-의성IC,0,101
0550CZE180,17950,E,84,613,2,550,100,13,의성IC-안동JC,0,101
0550CZE185,4780,E,613,85,2,550,100,14,안동JC-남안동IC,0,101
0550CZE190,15000,E,85,41,2,550,100,15,남안동IC-서안동IC,0,101
0550CZE200,13300,E,41,42,2,550,100,16,서안동IC-예천IC,0,101
0550CZE210,12100,E,42,43,2,550,100,17,예천IC-영주IC,0,101
0550CZE220,10200,E,43,44,2,550,100,18,영주IC-풍기IC,0,101
0550CZE230,16980,E,44,61,2,550,100,19,풍기IC-단양IC,0,101
0550CZE240,14190,E,61,59,2,550,100,20,단양IC-북단양IC,0,101
0550CZE250,11970,E,59,58,2,550,100,21,북단양IC-남제천IC,0,101
0550CZE260,1220,E,58,578,2,550,100,22,남제천IC-제천JC,0,101
0550CZE265,7080,E,578,56,2,550,100,23,제천JC-제천IC,0,101
0550CZE270,12820,E,56,78,2,550,100,24,제천IC-신림IC,0,101
0550CZE280,19260,E,78,74,2,550,80,25,신림IC-남원주IC,0,101
0550CZE290,4760,E,74,75,2,550,100,26,남원주IC-만종JC,0,101
0550CZE300,2040,E,75,603,2,550,100,27,만종JC-신평JC,0,101
0550CZE305,5240,E,603,77,2,550,100,28,신평JC-북원주IC,0,101
0550CZE310,10710,E,77,30,2,550,100,29,북원주IC-횡성IC,0,101
0550CZE320,25980,E,30,35,2,550,100,30,횡성IC-홍천IC,0,101
0550CZE330,10370,E,35,109,2,550,100,31,홍천IC-춘천JC,0,101
0550CZE340,12400,E,109,501,2,550,100,32,춘천JC-춘천TG,0,101
0550CZE345,2000,E,501,495,2,550,100,33,춘천TG-춘천IC,0,101
0550CZE350,50,E,495,457,2,550,100,34,춘천IC-중앙고속국도종점,0,101
0550CZS010,2940,S,3,5,2,550,100,34,대저JC-삼락IC,0,101
0550CZS020,1360,S,448,3,2,550,100,33,초정IC-대저JC,0,101
0550CZS030,2350,S,209,448,2,550,100,32,대동IC-초정IC,0,101
0550CZS040,3270,S,667,209,2,550,100,31,대감JC-대동IC,0,101
0550CZS050,1230,S,147,667,2,550,100,30,대동JC-대감JC,0,101
0550CZS130,4860,S,11,13,2,550,100,29,칠곡IC-금호JC,0,101
0550CZS140,5200,S,1054,11,2,550,100,28,동명동호IC-칠곡IC,0,101
0550CZS145,8700,S,118,1054,2,550,100,27,다부IC-동명동호IC,0,101
0550CZS150,6280,S,121,118,2,550,100,26,가산IC-다부IC,0,101
0550CZS160,7740,S,1005,121,2,550,100,25,군위JC-가산IC,0,101
0550CZS165,4370,S,81,1005,2,550,100,24,군위IC-군위JC,0,101
0550CZS170,11000,S,84,81,2,550,100,23,의성IC-군위IC,0,101
0550CZS180,17950,S,613,84,2,550,100,22,안동JC-의성IC,0,101
0550CZS185,4780,S,85,613,2,550,100,21,남안동IC-안동JC,0,101
0550CZS190,15000,S,41,85,2,550,100,20,서안동IC-남안동IC,0,101
0550CZS200,13300,S,42,41,2,550,100,19,예천IC-서안동IC,0,101
0550CZS210,12100,S,43,42,2,550,100,18,영주IC-예천IC,0,101
0550CZS220,10200,S,44,43,2,550,100,17,풍기IC-영주IC,0,101
0550CZS230,16980,S,61,44,2,550,100,16,단양IC-풍기IC,0,101
0550CZS240,14190,S,59,61,2,550,100,15,북단양IC-단양IC,0,101
0550CZS250,11970,S,58,59,2,550,100,14,남제천IC-북단양IC,0,101
0550CZS260,1220,S,578,58,2,550,100,13,제천JC-남제천IC,0,101
0550CZS265,7080,S,56,578,2,550,100,12,제천IC-제천JC,0,101
0550CZS270,12820,S,78,56,2,550,100,11,신림IC-제천IC,0,101
0550CZS280,19260,S,74,78,2,550,100,10,남원주IC-신림IC,0,101
0550CZS290,4760,S,75,74,2,550,100,9,만종JC-남원주IC,0,101
0550CZS300,2040,S,603,75,2,550,100,8,신평JC-만종JC,0,101
0550CZS305,5240,S,77,603,2,550,100,7,북원주IC-신평JC,0,101
0550CZS310,10710,S,30,77,2,550,100,6,횡성IC-북원주IC,0,101
0550CZS320,25980,S,35,30,2,550,100,5,홍천IC-횡성IC,0,101
0550CZS330,10370,S,109,35,2,550,100,4,춘천JC-홍천IC,0,101
0550CZS340,12400,S,501,109,2,550,100,3,춘천TG-춘천JC,0,101
0550CZS345,2000,S,495,501,2,550,100,2,춘천IC-춘천TG,0,101
0550CZS350,50,S,457,495,2,550,100,1,중앙고속국도종점-춘천IC,0,101
0552CZE050,9350,E,147,346,2,552,110,1,대동JC-상동IC,0,109
0552CZE060,15800,E,346,345,2,552,110,2,상동IC-삼랑진IC,0,109
0552CZE070,7800,E,345,331,2,552,110,3,삼랑진IC-남밀양IC,0,109
0552CZE080,5800,E,331,332,2,552,110,4,남밀양IC-밀양IC,0,109
0552CZE085,1890,E,332,1025,2,552,110,5,밀양IC-밀양JC,0,109
0552CZE090,16210,E,1025,333,2,552,110,6,밀양JC-청도IC,0,109
0552CZE100,22500,E,333,344,2,552,110,7,청도IC-수성IC,0,109
0552CZE110,3300,E,344,343,2,552,110,8,수성IC-동대구IC,0,109
0552CZE120,2500,E,343,10,2,552,110,9,동대구IC-동대구JC,0,109
0552CZS050,9350,S,346,147,2,552,110,9,상동IC-대동JC,0,109
0552CZS060,15800,S,345,346,2,552,110,8,삼랑진IC-상동IC,0,109
0552CZS070,7800,S,331,345,2,552,110,7,남밀양IC-삼랑진IC,0,109
0552CZS080,5800,S,332,331,2,552,110,6,밀양IC-남밀양IC,0,109
0552CZS085,1890,S,1025,332,2,552,110,5,밀양JC-밀양IC,0,109
0552CZS090,16210,S,333,1025,2,552,110,4,청도IC-밀양JC,0,109
0552CZS100,22500,S,344,333,2,552,110,3,수성IC-청도IC,0,109
0552CZS110,3300,S,343,344,2,552,110,2,동대구IC-수성IC,0,109
0552CZS120,2500,S,10,343,2,552,110,1,동대구JC-동대구IC,0,109
0600CZE010,960,E,235,398,2,600,80,1,강일IC-선동IC,0,108
0600CZE020,960,E,398,399,2,600,80,2,선동IC-미사IC,0,108
0600CZE030,2030,E,399,400,2,600,100,3,미사IC-덕소삼패IC,0,108
0600CZE040,3870,E,400,401,2,600,100,4,덕소삼패IC-남양주TG,0,108
0600CZE050,7040,E,401,402,2,600,100,5,남양주TG-화도IC,0,108
0600CZE060,5300,E,402,403,2,600,100,6,화도IC-서종IC,0,108
0600CZE070,12880,E,403,404,2,600,100,7,서종IC-설악IC,0,108
0600CZE080,14200,E,404,383,2,600,100,8,설악IC-강촌IC,0,108
0600CZE090,9030,E,383,384,2,600,100,9,강촌IC-남춘천IC,0,108
0600CZE100,510,E,384,385,2,600,100,10,남춘천IC-동산TG,0,108
0600CZE110,4880,E,385,406,2,600,100,11,동산TG-조양IC,0,108
0600CZE120,110,E,406,109,2,600,100,12,조양IC-춘천JC,0,108
0600CZE130,16710,E,109,458,2,600,100,13,춘천JC-동홍천IC,0,101
0600CZE140,16730,E,458,631,2,600,100,14,동홍천IC-내촌IC,0,101
0600CZE150,20420,E,631,632,2,600,100,15,내촌IC-인제IC,0,101
0600CZE160,12430,E,632,633,2,600,100,16,인제IC-인제터널,0,101
0600CZE165,12790,E,633,634,2,600,100,17,인제터널-서양양IC,0,101
0600CZE170,10220,E,634,605,2,600,100,18,서양양IC-양양JC,0,101
0600CZS010,960,S,398,235,2,600,80,18,선동IC-강일IC,0,108
0600CZS020,960,S,399,398,2,600,80,17,미사IC-선동IC,0,108
0600CZS030,2030,S,400,399,2,600,100,16,덕소삼패IC-미사IC,0,108
0600CZS040,3870,S,401,400,2,600,100,15,남양주TG-덕소삼패IC,0,108
0600CZS050,7040,S,402,401,2,600,100,14,화도IC-남양주TG,0,108
0600CZS060,5300,S,403,402,2,600,100,13,서종IC-화도IC,0,108
0600CZS070,12880,S,404,403,2,600,100,12,설악IC-서종IC,0,108
0600CZS080,14200,S,383,404,2,600,100,11,강촌IC-설악IC,0,108
0600CZS090,9030,S,384,383,2,600,100,10,남춘천IC-강촌IC,0,108
0600CZS100,510,S,385,384,2,600,100,9,동산TG-남춘천IC,0,108
0600CZS110,4880,S,406,385,2,600,100,8,조양IC-동산TG,0,108
0600CZS120,110,S,109,406,2,600,100,7,춘천JC-조양IC,0,108
0600CZS130,16710,S,458,109,2,600,100,6,동홍천IC-춘천JC,0,101
0600CZS140,16730,S,631,458,2,600,100,5,내촌IC-동홍천IC,0,101
0600CZS150,20420,S,632,631,2,600,100,4,인제IC-내촌IC,0,101
0600CZS160,12430,S,633,632,2,600,100,3,인제터널-인제IC,0,101
0600CZS165,12790,S,634,633,2,600,100,2,서양양IC-인제터널,0,101
0600CZS170,10220,S,605,634,2,600,100,1,양양JC-서양양IC,0,101
0650CZE060,9360,E,594,595,2,650,100,1,근덕IC-삼척IC,0,101
0650CZE070,8700,E,595,37,2,650,100,2,삼척IC-동해IC,0,101
0650CZE080,8280,E,37,27,2,650,100,3,동해IC-망상IC,0,101
0650CZE090,6660,E,27,26,2,650,100,4,망상IC-옥계IC,0,101
0650CZE100,17860,E,26,381,2,650,100,5,옥계IC-남강릉IC,0,101
0650CZE110,8210,E,381,25,2,650,100,6,남강릉IC-강릉IC,0,101
0650CZE120,2700,E,25,24,2,650,100,7,강릉IC-강릉JC,0,101
0650CZE130,7240,E,24,23,2,650,100,8,강릉JC-북강릉IC,0,101
0650CZE140,9240,E,23,22,2,650,100,9,북강릉IC-남양양IC,0,101
0650CZE150,15220,E,22,467,2,650,80,10,남양양IC-하조대IC,0,101
0650CZE160,9670,E,467,564,2,650,100,11,하조대IC-양양IC,0,101
0650CZE170,10270,E,564,606,2,650,100,12,양양IC-북양양IC,0,101
0650CZE180,8320,E,606,607,2,650,100,13,북양양IC-속초IC,0,101
0650CZS060,9360,S,595,594,2,650,100,13,삼척IC-근덕IC,0,101
0650CZS070,8700,S,37,595,2,650,100,12,동해IC-삼척IC,0,101
0650CZS080,8280,S,27,37,2,650,100,11,망상IC-동해IC,0,101
0650CZS090,6660,S,26,27,2,650,100,10,옥계IC-망상IC,0,101
0650CZS100,17860,S,381,26,2,650,100,9,남강릉IC-옥계IC,0,101
0650CZS110,8210,S,25,381,2,650,100,8,강릉IC-남강릉IC,0,101
0650CZS120,2700,S,24,25,2,650,100,7,강릉JC-강릉IC,0,101
0650CZS130,7240,S,23,24,2,650,100,6,북강릉IC-강릉JC,0,101
0650CZS140,9240,S,22,23,2,650,100,5,남양양IC-북강릉IC,0,101
0650CZS150,15220,S,467,22,2,650,100,4,하조대IC-남양양IC,0,101
0650CZS160,9670,S,564,467,2,650,100,3,양양IC-하조대IC,0,101
0650CZS170,10270,S,606,564,2,650,100,2,북양양IC-양양IC,0,101
0650CZS180,8320,S,607,606,2,650,100,1,속초IC-북양양IC,0,101
0651CZE010,4530,E,593,592,2,651,80,1,부산울산시점-동부산IC,0,108
0651CZE015,1500,E,592,386,2,651,80,2,동부산IC-해운대IC,0,108
0651CZE020,7870,E,386,445,3,651,100,3,해운대IC-기장JC,0,108
0651CZE030,5380,E,445,388,3,651,100,4,기장JC-장안IC,0,108
0651CZE040,10300,E,388,389,3,651,100,5,장안IC-온양IC,0,108
0651CZE050,7870,E,389,390,3,651,100,6,온양IC-청량IC,0,108
0651CZE060,3550,E,390,1028,3,651,100,7,청량IC-울주JC,0,108
0651CZE065,1730,E,1028,442,3,651,100,8,울주JC-문수IC,0,108
0651CZE070,4280,E,442,405,3,651,100,9,문수IC-울산JCT,0,108
0651CZS010,4530,S,592,593,2,651,80,9,동부산IC-부산울산시점,0,108
0651CZS015,1500,S,386,592,2,651,80,8,해운대IC-동부산IC,0,108
0651CZS020,7870,S,445,386,3,651,100,7,기장IC-해운대IC,0,108
0651CZS030,5380,S,388,445,3,651,100,6,장안IC-기장IC,0,108
0651CZS040,10300,S,389,388,3,651,100,5,온양IC-장안IC,0,108
0651CZS050,7870,S,390,389,3,651,100,4,청량IC-온양IC,0,108
0651CZS060,3550,S,1028,390,3,651,100,3,울주JC-청량IC,0,108
0651CZS065,1730,S,442,1028,3,651,100,2,문수IC-울주JC,0,108
0651CZS070,4280,S,405,442,3,651,100,1,울산JCT-문수IC,0,108
0652CZE010,8150,E,405,579,2,652,100,1,울산JCT~범서IC,0,101
0652CZE020,14560,E,579,580,2,652,100,2,범서IC~남경주IC,0,101
0652CZE030,11560,E,580,581,2,652,100,3,남경주IC~동경주IC,0,101
0652CZE040,19410,E,581,583,2,652,100,4,동경주IC~남포항IC,0,101
0652CZS010,8150,S,579,405,2,652,100,4,울산JCT~범서IC,0,101
0652CZS020,14560,S,580,579,2,652,100,3,범서IC~남경주IC,0,101
0652CZS030,11560,S,581,580,2,652,100,2,남경주IC~동경주IC,0,101
0652CZS040,19410,S,583,581,2,652,100,1,동경주IC~남포항IC,0,101
0700CZE010,3600,E,1047,1048,2,700,80,1,달서IC-다사IC,0,101
0700CZE020,2320,E,1048,1049,2,700,80,2,다사IC-북달성TG,0,101
0700CZE030,1930,E,1049,1050,2,700,80,3,북달성TG-북다사IC,0,101
0700CZE040,3640,E,1050,1051,2,700,80,4,북다사IC-칠곡JC,0,101
0700CZE050,2400,E,1051,1052,2,700,80,5,칠곡JC-남칠곡TG,0,101
0700CZE060,2520,E,1052,1053,2,700,80,6,남칠곡TG-지천IC,0,101
0700CZE070,3630,E,1053,1054,2,700,80,7,지천IC-동명동호IC,0,101
0700CZE080,230,E,1062,1055,2,700,80,8,대구외곽선2구간시점-서변IC,0,101
0700CZE090,1190,E,1055,1056,2,700,80,9,서변IC-연경TG,0,101
0700CZE100,2810,E,1056,1057,2,700,80,10,연경TG-파군재IC,0,101
0700CZE110,6230,E,1057,1058,2,700,80,11,파군재IC-둔산IC,0,101
0700CZE120,1760,E,1058,1059,2,700,80,12,둔산IC-상매JC,0,101
0700CZE130,260,E,1059,1060,2,700,80,13,상매JC-율암TG,0,101
0700CZE140,230,E,1060,1061,2,700,80,14,율암TG-율암IC,0,101
0700CZE150,880,E,1059,10,1,700,80,15,상매JC-동대구JC,0,101
0700CZS010,3600,S,1048,1047,2,700,80,15,다사IC-달서IC,0,101
0700CZS020,2320,S,1049,1048,2,700,80,14,북달성TG-다사IC,0,101
0700CZS030,1930,S,1050,1049,2,700,80,13,북다사IC-북달성TG,0,101
0700CZS040,3640,S,1051,1050,2,700,80,12,칠곡JC-북다사IC,0,101
0700CZS050,2400,S,1052,1051,2,700,80,11,남칠곡TG-칠곡JC,0,101
0700CZS060,2520,S,1053,1052,2,700,80,10,지천IC-남칠곡TG,0,101
0700CZS070,3630,S,1054,1053,2,700,80,9,동명동호IC-지천IC,0,101
0700CZS080,230,S,1055,1062,2,700,80,8,서변IC-대구외곽선2구간시점,0,101
0700CZS090,1190,S,1056,1055,2,700,80,7,연경TG-서변IC,0,101
0700CZS100,2810,S,1057,1056,2,700,80,6,파군재IC-연경TG,0,101
0700CZS110,6230,S,1058,1057,2,700,80,5,둔산IC-파군재IC,0,101
0700CZS120,1760,S,1059,1058,2,700,80,4,상매JC-둔산IC,0,101
0700CZS130,260,S,1060,1059,2,700,80,3,율암TG-상매JC,0,101
0700CZS140,230,S,1061,1060,2,700,80,2,율암IC-율암TG,0,101
0700CZS150,880,S,10,1059,1,700,80,1,동대구JC-상매JC,0,101
1000CZE010,4160,E,273,272,4,1000,100,1,판교JC-성남IC,0,101
1000CZE020,240,E,272,275,4,1000,100,2,성남IC-성남TG,0,101
1000CZE030,4960,E,275,232,4,1000,100,3,성남TG-송파IC,0,101
1000CZE040,5000,E,232,254,4,1000,100,4,송파IC-서하남IC,0,101
1000CZE050,4960,E,254,253,4,1000,100,5,서하남IC-하남JC,0,101
1000CZE060,2530,E,253,236,6,1000,100,6,하남JC-상일IC,0,101
1000CZE070,3040,E,236,235,6,1000,100,7,상일IC-강일IC,0,101
1000CZE080,990,E,235,267,4,1000,100,8,강일IC-토평IC,0,101
1000CZE090,480,E,267,279,4,1000,100,9,토평IC-구리TG,0,101
1000CZE100,1920,E,279,251,4,1000,100,10,구리TG-남양주IC,0,101
1000CZE110,1900,E,251,249,4,1000,100,11,남양주IC-구리IC,0,101
1000CZE120,2730,E,249,248,4,1000,100,12,구리IC-퇴계원IC,0,101
1000CZE130,2890,E,248,338,4,1000,100,13,퇴계원IC-별내IC,0,101
1000CZE150,7100,E,338,341,4,1000,100,14,별내IC-의정부IC,0,109
1000CZE160,7400,E,341,342,4,1000,100,15,의정부IC-송추IC,0,109
1000CZE170,6300,E,342,350,4,1000,100,16,송추IC-양주TG,0,109
1000CZE180,3200,E,350,340,4,1000,100,17,양주TG-통일로IC,0,109
1000CZE190,3700,E,340,1017,4,1000,100,18,통일로IC-고양JC,0,109
1000CZE195,2900,E,1017,339,4,1000,100,19,고양JC-고양IC,0,109
1000CZE200,3570,E,339,271,4,1000,100,19,고양IC-일산IC,0,109
1000CZE210,2210,E,271,270,4,1000,100,20,일산IC-자유로IC,0,101
1000CZE220,3110,E,270,250,4,1000,100,21,자유로IC-김포IC,0,101
1000CZE230,910,E,250,351,4,1000,100,22,김포IC-김포TG,0,101
1000CZE240,2840,E,351,291,4,1000,100,23,김포TG-노오지JC,0,101
1000CZE250,3020,E,291,292,4,1000,100,24,노오지JC-계양IC,0,101
1000CZE260,2250,E,292,297,4,1000,100,25,계양IC-서운JC,0,101
1000CZE270,2080,E,297,327,4,1000,100,26,서운JC-중동IC,0,101
1000CZE280,2020,E,327,296,4,1000,100,27,중동IC-송내IC,0,101
1000CZE290,2410,E,296,290,4,1000,100,28,송내IC-장수IC,0,101
1000CZE300,4210,E,290,310,4,1000,100,29,장수IC-시흥IC,0,101
1000CZE310,770,E,310,328,4,1000,100,30,시흥IC-시흥TG,0,101
1000CZE320,1890,E,328,311,4,1000,100,31,시흥TG-안현JC,0,101
1000CZE330,5610,E,311,459,4,1000,100,32,안현JC-도리JC,0,101
1000CZE340,3640,E,459,316,4,1000,100,33,도리JC-조남JC,0,101
1000CZE350,5270,E,316,277,4,1000,100,34,조남JC-산본IC,0,101
1000CZE360,4130,E,277,276,4,1000,100,35,산본IC-평촌IC,0,101
1000CZE370,2860,E,276,256,4,1000,100,36,평촌IC-학의JC,0,101
1000CZE380,2200,E,256,263,4,1000,100,37,학의JC-청계TG,0,101
1000CZE390,6600,E,263,273,4,1000,100,38,청계TG-판교JC,0,101
1000CZS010,4160,S,272,273,4,1000,100,38,성남IC-판교JC,0,101
1000CZS020,240,S,275,272,4,1000,100,37,성남TG-성남IC,0,101
1000CZS030,4960,S,232,275,4,1000,100,36,송파IC-성남TG,0,101
1000CZS040,5000,S,254,232,4,1000,100,35,서하남IC-송파IC,0,101
1000CZS050,4960,S,253,254,4,1000,100,34,하남JC-서하남IC,0,101
1000CZS060,2530,S,236,253,6,1000,100,33,상일IC-하남JC,0,101
1000CZS070,3040,S,235,236,6,1000,100,32,강일IC-상일IC,0,101
1000CZS080,990,S,267,235,4,1000,100,31,토평IC-강일IC,0,101
1000CZS090,480,S,279,267,4,1000,100,30,구리TG-토평IC,0,101
1000CZS100,1920,S,251,279,4,1000,100,29,남양주IC-구리TG,0,101
1000CZS110,1900,S,249,251,4,1000,100,28,구리IC-남양주IC,0,101
1000CZS120,2730,S,248,249,4,1000,100,27,퇴계원IC-구리IC,0,101
1000CZS130,2890,S,338,248,4,1000,100,26,별내IC-퇴계원IC,0,101
1000CZS150,7100,S,341,338,4,1000,100,25,의정부IC-별내IC,0,109
1000CZS160,7400,S,342,341,4,1000,100,24,송추IC-의정부IC,0,109
1000CZS170,6300,S,350,342,4,1000,100,23,양주TG-송추IC,0,109
1000CZS180,3200,S,340,350,4,1000,100,22,통일로IC-양주TG,0,109
1000CZS190,3700,S,1017,340,4,1000,100,21,고양JC-통일로IC,0,109
1000CZS195,2900,S,339,1017,4,1000,100,21,고양IC-고양JC,0,109
1000CZS200,3570,S,271,339,4,1000,100,20,일산IC-고양IC,0,109
1000CZS210,2210,S,270,271,4,1000,100,19,자유로IC-일산IC,0,101
1000CZS220,3110,S,250,270,4,1000,100,18,김포IC-자유로IC,0,101
1000CZS230,910,S,351,250,4,1000,100,17,김포TG-김포IC,0,101
1000CZS240,2840,S,291,351,4,1000,100,16,노오지JC-김포TG,0,101
1000CZS250,3020,S,292,291,4,1000,100,15,계양IC-노오지JC,0,101
1000CZS260,2250,S,297,292,4,1000,100,14,서운JC-계양IC,0,101
1000CZS270,2080,S,327,297,4,1000,100,13,중동IC-서운JC,0,101
1000CZS280,2020,S,296,327,4,1000,100,12,송내IC-중동IC,0,101
1000CZS290,2410,S,290,296,4,1000,100,11,장수IC-송내IC,0,101
1000CZS300,4210,S,310,290,4,1000,100,10,시흥IC-장수IC,0,101
1000CZS310,770,S,328,310,4,1000,100,9,시흥TG-시흥IC,0,101
1000CZS320,1890,S,311,328,4,1000,100,8,안현JC-시흥TG,0,101
1000CZS330,5610,S,459,311,4,1000,100,7,도리JC-안현JC,0,101
1000CZS340,3640,S,316,459,4,1000,100,6,조남JC-도리JC,0,101
